name,position,team,pos_rank,model_total,model_ppg,model_games,model_floor,model_ceiling,sleeper_total,sleeper_ppr_native,sleeper_games,slp_pass_yd,slp_pass_td,slp_pass_int,slp_rush_yd,slp_rush_td,slp_rec,slp_rec_yd,slp_rec_td,slp_fum_lost,diff,diff_pct,abs_diff,sleeper_ppg,ppg_diff,games_diff,pts_from_games_diff,pts_from_ppg_diff
Nick Mullens,QB,JAX,90,10.0,2.2,4.7,2.0,37.0,12.04,12.04,18.0,211.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,-2.039999999999999,-16.94352159468438,2.039999999999999,0.6688888888888889,1.5311111111111113,-13.3,-8.896222222222223,7.196222222222223
CAR DST,DST,CAR,21,79.0,5.0,15.9,56.0,120.0,81.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.4691358024691357,2.0,81.0,-76.0,14.9,1206.9,-1208.4
Elic Ayomanor,WR,TEN,67,97.0,7.3,13.2,38.0,148.0,98.80000000000001,98.8,18.0,0.0,0.0,0.0,0.0,0.0,36.0,448.0,3.0,0.0,-1.8000000000000114,-1.8218623481781488,1.8000000000000114,5.48888888888889,1.81111111111111,-4.800000000000001,-26.346666666666675,23.906666666666652
Jaylin Lane,WR,WAS,110,63.0,4.5,13.9,16.0,102.0,64.5,64.5,18.0,0.0,0.0,0.0,23.0,0.0,23.0,272.0,2.0,0.0,-1.5,-2.3255813953488373,1.5,3.5833333333333335,0.9166666666666665,-4.1,-14.691666666666666,12.741666666666665
Cade Stover,TE,HOU,65,41.0,3.8,10.7,15.0,70.0,39.6,39.6,18.0,0.0,0.0,0.0,3.0,0.0,17.0,163.0,1.0,0.0,1.3999999999999986,3.535353535353532,1.3999999999999986,2.2,1.5999999999999996,-7.300000000000001,-16.060000000000002,17.119999999999994
Brevyn Spann-Ford,TE,DAL,90,28.0,2.4,11.5,14.0,55.0,29.4,29.4,18.0,0.0,0.0,0.0,0.0,0.0,12.0,114.0,1.0,0.0,-1.3999999999999986,-4.761904761904757,1.3999999999999986,1.6333333333333333,0.7666666666666666,-6.5,-10.616666666666667,8.816666666666666
DJ Giddens,RB,IND,139,22.0,2.4,9.5,8.0,58.0,23.2,23.2,18.0,0.0,0.0,0.0,105.0,1.0,4.0,27.0,0.0,0.0,-1.1999999999999993,-5.172413793103446,1.1999999999999993,1.2888888888888888,1.1111111111111112,-8.5,-10.955555555555554,10.555555555555555
Jack Bech,WR,LV,89,77.0,6.3,12.3,40.0,117.0,76.10000000000001,76.1,18.0,0.0,0.0,0.0,8.0,0.0,29.0,343.0,2.0,0.0,0.8999999999999915,1.1826544021024854,0.8999999999999915,4.227777777777778,2.072222222222222,-5.699999999999999,-24.09833333333333,25.488333333333333
Konata Mumpfield,WR,LAR,139,41.0,3.8,10.7,9.0,87.0,41.7,41.7,18.0,0.0,0.0,0.0,0.0,0.0,16.0,197.0,1.0,0.0,-0.7000000000000028,-1.6786570743405342,0.7000000000000028,2.316666666666667,1.483333333333333,-7.300000000000001,-16.91166666666667,15.87166666666666
Drew Sample,TE,CIN,80,31.0,3.6,8.6,15.0,50.0,31.6,31.6,18.0,0.0,0.0,0.0,0.0,0.0,13.0,126.0,1.0,0.0,-0.6000000000000014,-1.8987341772151944,0.6000000000000014,1.7555555555555555,1.8444444444444446,-9.4,-16.502222222222223,15.862222222222222
Quintin Morris,TE,JAX,152,10.0,1.2,8.8,6.0,19.0,9.600000000000001,9.6,18.0,0.0,0.0,0.0,0.0,0.0,5.0,46.0,0.0,0.0,0.3999999999999986,4.166666666666651,0.3999999999999986,0.5333333333333334,0.6666666666666665,-9.2,-4.906666666666667,5.866666666666666
Anthony Gould,WR,IND,270,3.0,0.2,10.2,-3.0,31.0,3.2,3.2,18.0,0.0,0.0,0.0,6.0,0.0,1.0,16.0,0.0,0.0,-0.20000000000000018,-6.250000000000005,0.20000000000000018,0.17777777777777778,0.022222222222222227,-7.800000000000001,-1.386666666666667,0.22666666666666668
Jerry Jeudy,WR,CLE,34,144.0,10.8,13.4,52.0,170.0,144.0,144.0,18.0,0.0,0.0,0.0,6.0,0.0,51.0,684.0,4.0,0.0,0.0,0.0,0.0,8.0,2.8000000000000007,-4.6,-36.8,37.52000000000001
